Importador (prob.);Cuit;Mes/Año;Fecha oficialización;Destinación;Despacho;Posición SIM;Descripción;Descripción NCM;Descripción SIM;Aduana;Origen;Pais de procedencia;Medio;Transporte;Cond. venta;Kg. netos;Kg. Brutos;Divisa;Flete;Cantidad estadística;Unidad estadística;Unidad declarada;Seguro dólar;Estado de la mercadería;Item - sub ítem;Cantidad declarada;Precio unitario en divisas;Fob total en divisas;Precio unitario en dólares;Fob total en dólares;CIF;Marca;Modelo;Versión;Código;Presentación;Vencimiento;Base imponible;% Derechos;Derechos de importación;Derechos de importación en garantía;% Estadística;Tasa estadística;Tasa estadistica monto maximo;% IVA;IVA;IVA en garantía;% IVA adicional;IVA adicional insc.;% IIBB;IIBB;% Ganancias;Impuesto a las ganancias;Impuesto a las ganancias en garantía;% Arancel SIM;Arancel SIM;Código;Detalle;;;;;;;;;;
GRUAS SAN BLAS S A;30660920451;abr-20;17/4/2020;ZONA FRANCA;20033ZFI5001223C;8429.40.00.000K;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Compactadoras y apisonadoras (aplanadoras;  -Compactadoras y apisonadoras (aplanadoras);La Plata;CHINA;BRASIL;Camion;;CIF;10420,02;12329,93;Dólar Estadounidense;3300;0;No Encontrado;Unidad;9,23;nvo.s/uso imp;0001 - 0001;1;39191,12;39191,12;39191,12;39191,12;42500,35;SANY;SSR120C_10;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 003900 CILINDRADA EN cm3. ;ZC; 000119 POTENCIA EN kW. ;;;;
GRUAS SAN BLAS S A;30660920451;abr-20;17/4/2020;ZONA FRANCA;20033ZFI5001223C;8429.40.00.000K;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Compactadoras y apisonadoras (aplanadoras;  -Compactadoras y apisonadoras (aplanadoras);La Plata;CHINA;BRASIL;Camion;;CIF;10420,02;12329,93;Dólar Estadounidense;3300;0;No Encontrado;Unidad;9,23;nvo.s/uso imp;0001 - 0002;1;42590,41;42590,41;42590,41;42590,41;45899,64;SANY;SSR120C_10;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 003900 CILINDRADA EN cm3. ;ZC; 000119 POTENCIA EN kW. ;;;;
BISCAYNE SERVICIOS  S A;33678195249;abr-20;20/4/2020;CONSUMO;20001IC99000015J;8429.40.00.000K;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Compactadoras y apisonadoras (aplanadoras;  -Compactadoras y apisonadoras (aplanadoras);Buenos Aires;CHINA;CHINA;Acuatica;;CIF;10225,71;12100;Dólar Estadounidense;2400;0;No Encontrado;Unidad;80;nvo.s/uso imp;0001 - 0000;4;13758;55032;13758;55032;57512;LONKING;CDM5033DD;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;8052;0;0;0;0;0;6884;0;0;0;0;1667;0;3934;0;0;10;CA00; ;ZA; 002017 AÑO DE FABRICACION. ;ZB; 001995 CILINDRADA EN cm3. ;ZC; 000025 POTENCIA EN kW. ;;;;
BISCAYNE SERVICIOS  S A;33678195249;abr-20;21/4/2020;CONSUMO;20001IC99000017L;8429.40.00.000K;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Compactadoras y apisonadoras (aplanadoras;  -Compactadoras y apisonadoras (aplanadoras);Buenos Aires;CHINA;CHINA;Acuatica;;CIF;10242,61;12120;Dólar Estadounidense;2400;0;No Encontrado;Unidad;60;nvo.s/uso imp;0001 - 0000;1;50880;50880;50880;50880;53340;LONKING;CDM512D;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;7468;0;0;0;0;0;6385;0;0;0;0;1545;0;3648;0;0;10;CA00; ;ZA; 002017 AÑO DE FABRICACION. ;ZB; 005900 CILINDRADA EN cm3. ;ZC; 000112 POTENCIA EN kW. ;;;;
GRUAS SAN BLAS S A;30660920451;abr-20;21/4/2020;EN TRÁNSITO;20001TR04000706F;8427.20.90.390D;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;Las demás;Buenos Aires;FRANCIA;FRANCIA;Acuatica;H0593423;;13175,1;15589,98;Dólar Estadounidense;1077,32;0;No Encontrado;Unidad;1364,81;nvo.s/uso imp;0001 - 0000;2;67702,43;135404,86;67702,43;135404,86;137846,99;BOBCAT;TL35.70;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;19299;0;0;0;0;0;16500;0;0;15715;0;0;0;17286;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000075 POTENCIA EN kW. ;ZC; 004400 CILINDRADA EN cm3. 
GRUAS SAN BLAS S A;30660920451;abr-20;23/4/2020;EN TRÁNSITO;20001TR06000070B;8427.20.90.390D;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;Las demás;Buenos Aires;FRANCIA;FRANCIA;Acuatica;;;13175,1;15589,98;Dólar Estadounidense;1071,97;0;No Encontrado;Unidad;1186,64;nvo.s/uso imp;0001 - 0000;2;67702,43;135404,86;67702,43;135404,86;137663,47;BOBCAT;TL35.70;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;19273;0;0;0;0;0;16478;0;0;15694;0;0;0;17263;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000075 POTENCIA EN kW. ;ZC; 004400 CILINDRADA EN cm3. 
GRUAS SAN BLAS S A;30660920451;abr-20;23/4/2020;ZONA FRANCA;20033ZFI5001290G;8427.20.90.390D;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;Las demás;La Plata;FRANCIA;FRANCIA;Camion;;FOB;13175,1;15589,98;Dólar Estadounidense;1071,97;0;No Encontrado;Unidad;1364,81;nvo.s/uso imp;0001 - 0000;2;67702,43;135404,86;67702,43;135404,86;137841,64;BOBCAT;TL35.70;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000074 POTENCIA EN kW. ;ZC; 004400 CILINDRADA EN cm3. 
GRUAS SAN BLAS S A;30660920451;abr-20;24/4/2020;ZONA FRANCA;20033ZFI5001314D;8427.20.90.390D;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;Las demás;La Plata;FRANCIA;FRANCIA;Camion;;FOB;13175,1;15589,98;Dólar Estadounidense;1067,62;0;No Encontrado;Unidad;1186,64;nvo.s/uso imp;0001 - 0000;2;67702,43;135404,86;67702,43;135404,86;137659,12;BOBCAT;TL35.70;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000074 POTENCIA EN kW. ;ZC; 004400 CILINDRADA EN cm3. 
BISCAYNE SERVICIOS  S A;33678195249;abr-20;27/4/2020;CONSUMO;20001IC06003694N;8429.40.00.000K;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Compactadoras y apisonadoras (aplanadoras;  -Compactadoras y apisonadoras (aplanadoras);Buenos Aires;CHINA;CHINA;No Declara;;CIF;15718,86;18600;Dólar Estadounidense;2985,6;0;No Encontrado;Unidad;1961,4;nvo.s/uso imp;0001 - 0001;3;24240;72720;24240;72720;77667;LUTONG;LTC203P;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;26635;0;0;0;0;0;22773;0;0;0;0;5511;0;13013;0;0;10;CA00; ;ZA; 002017 AÑO DE FABRICACION. ;ZB; 003300 CILINDRADA EN cm3. ;ZC; 000023 POTENCIA EN kW. ;;;;
BISCAYNE SERVICIOS  S A;33678195249;abr-20;27/4/2020;CONSUMO;20001IC06003694N;8429.40.00.000K;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Compactadoras y apisonadoras (aplanadoras;  -Compactadoras y apisonadoras (aplanadoras);Buenos Aires;CHINA;CHINA;No Declara;;CIF;5239,62;6200;Dólar Estadounidense;995,2;0;No Encontrado;Unidad;653,8;nvo.s/uso imp;0001 - 0002;1;65505;65505;65505;65505;67154;LUTONG;YZC12;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;ZA; 002017 AÑO DE FABRICACION. ;ZB; 006000 CILINDRADA EN cm3. ;ZC; 000110 POTENCIA EN kW. ;;;;
BISCAYNE SERVICIOS  S A;33678195249;abr-20;27/4/2020;CONSUMO;20001IC06003694N;8429.40.00.000K;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Compactadoras y apisonadoras (aplanadoras;  -Compactadoras y apisonadoras (aplanadoras);Buenos Aires;CHINA;CHINA;No Declara;;CIF;5239,62;6200;Dólar Estadounidense;995,2;0;No Encontrado;Unidad;653,8;nvo.s/uso imp;0001 - 0003;1;43780;43780;43780;43780;45429;LUTONG;YL16H;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;ZA; 002017 AÑO DE FABRICACION. ;ZB; 003900 CILINDRADA EN cm3. ;ZC; 000075 POTENCIA EN kW. ;;;;
FINNING ARGENTINA SOCIEDAD ANO;30647227119;mar-20;4/3/2020;CONSUMO;20001IC04039293P;8430.61.00.130V;"  LAS DEMÁS MÁQUINAS Y APARATOS DE EXPLANAR SIMILARES; QUITANIEVES.";  --Máquinas y aparatos de compactar o apisonar   (aplanar);Vibratorios;Buenos Aires;ESPA#A;ESPA#A;Acuatica;BCN01875154;CIF;921,21;1090,05;Dólar Estadounidense;38,74;0;No Encontrado;Unidad;7,7;nvo.s/uso imp;0001 - 0000;1;9590,48;9590,48;9590,48;9590,48;9636,92;Euro Implementos;12CVLP1500;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;1492;0;0;0;0;0;1276;0;0;1215;0;311;0;0;0;0;10;CA00; ;;;;;;;;;;
TECHINT COMPAÑIA TECNICA INTER;30547981029;mar-20;4/3/2020;CONSUMO;20001IC05004584L;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;Buenos Aires;ITALIA;ITALIA;Acuatica;261;FCA;22183,87;26250;Euro;4727,02;0;No Encontrado;Unidad;161,6;nvo.s/uso imp;0001 - 0000;1;244499,97;244499,97;273228,72;273228,72;278117,34;TEREX;RT35.1;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;5621;0;0;0;0;0;30102;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;ZA; 002020 AÑO DE FABRICACION ;ZB; 004500 CILINDRADA EN cm3 ;ZC; 000119 POTENCIA EN kW. ;;
GRUAS SAN BLAS S A;30660920451;mar-20;10/3/2020;CONSUMO;20033ZFE1001968K;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;La Plata;CHINA;ZF LA PLATA (BS AS);Camion;;CIF;23806,44;28169,97;Dólar Estadounidense;9447,62;0;No Encontrado;Unidad;20,44;nvo.s/uso imp;0001 - 0000;1;92729,9;92729,9;92729,9;92729,9;102197,96;SANY;SRC250;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;2044;0;0;0;0;0;10945;0;0;10424;0;2682;0;6255;0;0;10;CA00; ;NA00; ;ZA; 002018 AÑO DE FABRICACION ;ZB; 006700 CILINDRADA EN cm3 ;ZC; 000154 POTENCIA EN kW. ;;
NABORS INTERNATIONAL ARGENTINA;33690244239;mar-20;12/3/2020;CONSUMO;20001IC83000034D;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;No Declara;;FOB;27492;0;Dólar Estadounidense;4235,79;0;No Encontrado;Unidad;609,36;No Encontrado;0001 - 0000;1;31600;31600;31600;31600;36445,15;GENIE;MANLIFT;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;4095;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;ZA; 002013 AÑO DE FABRICACION ;ZB; 000480 CILINDRADA EN cm3 ;ZC; 000036 POTENCIA EN kW. ;;
NABORS INTERNATIONAL ARGENTINA;33690244239;mar-20;12/3/2020;CONSUMO;20001IC83000040A;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;Buenos Aires;ESTADOS UNIDOS;COLOMBIA;No Declara;;FOB;9135;0;Dólar Estadounidense;4310,48;0;No Encontrado;Unidad;233,1;No Encontrado;0001 - 0000;1;10500;10500;10500;10500;15043,58;GENIE;Z 45 25;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;1690;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;ZA; 002010 AÑO DE FABRICACION ;ZB; 001000 CILINDRADA EN cm3 ;ZC; 000025 POTENCIA EN kW. ;;
GRUAS SAN BLAS S A;30660920451;mar-20;12/3/2020;CONSUMO;20008IC06000323G;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;Campana;CHINA;BELGICA;No Declara;;FOB;38012,6;44980;Dólar Estadounidense;17190,31;0;No Encontrado;Unidad;1761,9;nvo.s/uso imp;0001 - 0000;1;159000;159000;159000;159000;177952,21;SANY;SRC550;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;3559;0;0;0;0;0;19059;0;0;18151;0;4650;0;10891;0;0;10;CA00; ;NA00; ;ZA; 002017 AÑO DE FABRICACION ;ZB; 006700 CILINDRADA EN cm3 ;ZC; 000198 POTENCIA EN kW. ;;
NABORS INTERNATIONAL ARGENTINA;33690244239;mar-20;13/3/2020;CONSUMO;20001IC83000048X;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;Buenos Aires;ESTADOS UNIDOS;COLOMBIA;No Declara;;FOB;23316;0;Dólar Estadounidense;4310,48;0;No Encontrado;Unidad;533,85;No Encontrado;0001 - 0000;1;26800;26800;26800;26800;31644,33;GENIE;Z 45 25;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;3555;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;ZA; 002010 AÑO DE FABRICACION ;ZB; 001000 CILINDRADA EN cm3 ;ZC; 000025 POTENCIA EN kW. ;;
ECONOVO AGROVIAL S.R.L.;30715800795;mar-20;13/3/2020;CONSUMO;20017ZFE1000235V;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;Cordoba;INDIA;ZF CORDOBA;Camion;;CIF;8284,16;9802,58;Dólar Estadounidense;1031,11;0;No Encontrado;Unidad;34,6;nvo.s/uso imp;0008 - 0000;1;23690;23690;23690;23690;24755,71;ESCORTS;HYDRA 14;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;ZA; 002019 AÑO DE FABRICACION ;ZB; 004286 CILINDRADA EN cm3 ;ZC; 000037 POTENCIA EN kW. ;;
MOVIL BAHIA SA;30711288844;abr-20;28/4/2020;CONSUMO;20008IC05000608L;8426.41.90.000E;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA.";Los demás;Los demás;Campana;ESTADOS UNIDOS;EMIRATOS ARABESUNID;Acuatica;EUKOAEAG1645988;EXW;25775,55;30500;Dólar Estadounidense;23100;0;No Encontrado;Unidad;818,95;No Encontrado;0001 - 0000;1;58795;58795;58795;58795;82713,95;TEREX;RT555 1;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;9106;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;ZA; 002007 AÑO DE FABRICACION ;ZB; 005900 CILINDRADA EN cm3 ;ZC; 000129 POTENCIA EN kW. ;;
METALES SICILIANOS S.A.;30715825593;mar-20;18/3/2020;CONSUMO;20001IC04049082M;8429.52.90.000L;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.;Las demás;Las demás;Buenos Aires;ITALIA;ITALIA;Acuatica;ASLGNS001301;EXW;21762,93;25751,9;Euro;4317,11;0;No Encontrado;Unidad;1842,82;nvo.s/uso imp;0001 - 0000;1;204999,95;204999,95;225520,44;225520,44;231680,37;SOLMEC;EXP5025;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;5603;0;0;172;0;0;26532;0;0;0;0;0;0;0;0;0;10;CA00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 005130 CILINDRADA EN cm3. ;ZC; 000129 POTENCIA EN kW. ;;;;
REPAS S A;33599594839;mar-20;3/3/2020;CONSUMO;20008IC04002035G;8429.52.12.000Y;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Campana;COREA REPUBLICANA;COREA REPUBLICANA;Acuatica;EUKOULAG1644507;CIF;3150,53;3728;Dólar Estadounidense;1867;0;No Encontrado;Unidad;150;nvo.s/uso imp;0001 - 0000;1;31153;31153;31153;31153;33170;HYUNDAI;ROBEX 35Z 9;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;3600;0;0;3428;0;873;0;2057;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION ;ZB; 001642 CILINDRADA EN cm3 ;ZC; 000020 POTENCIA EN kW. ;;;;
REPAS S A;33599594839;mar-20;3/3/2020;CONSUMO;20008IC04002036H;8429.52.12.000Y;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Campana;COREA REPUBLICANA;COREA REPUBLICANA;Acuatica;EUKOULAG1644510;CIF;3235,04;3828;Dólar Estadounidense;1867;0;No Encontrado;Unidad;150;nvo.s/uso imp;0001 - 0000;1;32080;32080;32080;32080;34097;HYUNDAI;ROBEX 35Z 9;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;3697;0;0;3521;0;897;0;2113;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION ;ZB; 001642 CILINDRADA EN cm3 ;ZC; 000020 POTENCIA EN kW. ;;;;
GRUAS SAN BLAS S A;30660920451;mar-20;3/3/2020;CONSUMO;20033ZFE1001680B;8429.52.12.000Y;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;La Plata;REP. CHECA;ZF LA PLATA (BS AS);Camion;;FOB;2264,13;2679,12;Dólar Estadounidense;352,05;0;No Encontrado;Unidad;294,44;nvo.s/uso imp;0003 - 0000;1;29097,58;29097,58;29097,58;29097,58;29744,07;BOBCAT;E27Z;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;ZA; 002019 AÑO DE FABRICACION ;ZB; 001120 CILINDRADA EN cm3 ;ZC; 000015 POTENCIA EN kW. ;;;;
RK ELEVACIONES S.R.L.;30711634297;mar-20;4/3/2020;CONSUMO;20008IC06000290J;8427.20.90.490J;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;Las demás;Campana;REINO UNIDO;REINO UNIDO;No Declara;;CIF;10276,42;12160;Libra Esterlina;3850,5;0;No Encontrado;Unidad;256,7;No Encontrado;0001 - 0000;1;35500;35500;45564,25;45564,25;49671,45;JCB;540/170;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;6676;0;0;6358;0;1590;0;0;0;0;10;CA01; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002014 AÑO DE FABRICACION. ;ZB; 000075 POTENCIA EN kW. ;ZC; 004400 CILINDRADA EN cm3. 
NORDEMAQ SA;30687989658;mar-20;4/3/2020;CONSUMO;20042IC05003450H;8429.20.90.000V;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.;Las demás;Las demás;Paso de los Libres;BRASIL;BRASIL;Camion;BR396300952;EXW;14069,22;16648;Dólar Estadounidense;4968;0;No Encontrado;Unidad;338,1;nvo.s/uso imp;0001 - 0000;1;130270;130270;130270;130270;135576,1;NEW HOLLAND;RG170.B;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;14235;0;0;13558;0;3433;0;8135;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 006700 CILINDRADA EN cm3. ;ZC; 000151 POTENCIA EN kW. ;;;;
SERVICIOS A.M.G. VIAL SOCIEDAD;30714579815;mar-20;5/3/2020;CONSUMO;20001IC04040133A;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;FC20001;FOB;18875,31;22335;Dólar Estadounidense;1800;0;No Encontrado;Unidad;244,5;nvo.s/uso imp;0001 - 0000;5;9420;47100;9420;47100;49144,5;LONKING;LG30DT;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;6880;0;0;0;0;0;5883;0;0;0;0;1400;0;3361;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000037 POTENCIA EN kW. ;ZC; 002670 CILINDRADA EN cm3. 
MYN GROUP;30712192484;mar-20;5/3/2020;CONSUMO;20001IC06002378L;8429.52.12.000Y;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Buenos Aires;CHINA;CHINA;No Declara;;CIF;4874,12;5767,5;Dólar Estadounidense;511,04;0;No Encontrado;Unidad;273,53;nvo.s/uso imp;0001 - 0000;1;53099;53099;53099;53099;53883,57;SINOMACH;GE65H;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;541;0;0;90;0;0;12324;0;0;11737;0;2844;0;6824;0;0;10;CA00; ;ZA; 002018 AÑO DE FABRICACION ;ZB; 003054 CILINDRADA EN cm3 ;ZC; 000036 POTENCIA EN kW. ;;;;
MYN GROUP;30712192484;mar-20;5/3/2020;CONSUMO;20001IC06002378L;8429.52.12.000Y;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Buenos Aires;CHINA;CHINA;No Declara;;CIF;4874,12;5767,5;Dólar Estadounidense;511,04;0;No Encontrado;Unidad;273,53;nvo.s/uso imp;0002 - 0000;1;53099;53099;53099;53099;53883,57;SINOMACH;GE65H;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;ZA; 002019 AÑO DE FABRICACION ;ZB; 003054 CILINDRADA EN cm3 ;ZC; 000036 POTENCIA EN kW. ;;;;
COOPERATIVA DE PROVISION DE SE;30669427227;mar-20;5/3/2020;CONSUMO;20008IC04002139L;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Campana;CHINA;CHINA;Acuatica;SHAZAR20010391;FOB;18803,48;22250;Dólar Estadounidense;1800;0;No Encontrado;Unidad;758;nvo.s/uso imp;0001 - 0000;5;14800;74000;14800;74000;76558;SAKUMATTO;SK3045;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;10718;0;0;0;0;0;9164;0;0;0;0;2618;0;5237;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000040 POTENCIA EN kW. ;ZC; 002980 CILINDRADA EN cm3. 
NORDEMAQ SA;30687989658;mar-20;5/3/2020;CONSUMO;20042IC05003597T;8429.20.90.000V;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.;Las demás;Las demás;Paso de los Libres;BRASIL;BRASIL;Camion;BR396300953;EXW;14069,22;16648;Dólar Estadounidense;4968;0;No Encontrado;Unidad;338,1;nvo.s/uso imp;0001 - 0000;1;130270;130270;130270;130270;135576,1;NEW HOLLAND;RG170.B;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;14235;0;0;13558;0;3433;0;8135;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 006700 CILINDRADA EN cm3. ;ZC; 000151 POTENCIA EN kW. ;;;;
